crime_id,Month,LSOAcode,crime_type,outcome,Longitude,Latitude,LAname
564,2017-01,E01005203,Burglary,Investigation complete; no suspect identified,-2.213717,53.506964,Manchester
565,2017-01,E01005203,Burglary,Investigation complete; no suspect identified,-2.224592,53.504939,Manchester
566,2017-01,E01005203,Burglary,Investigation complete; no suspect identified,-2.218621,53.507863,Manchester
567,2017-01,E01005227,Burglary,Status update unavailable,-2.202123,53.507191,Manchester
568,2017-01,E01005227,Burglary,Investigation complete; no suspect identified,-2.201487,53.506617,Manchester
569,2017-01,E01005227,Burglary,Status update unavailable,-2.204278,53.510126,Manchester
570,2017-01,E01033678,Burglary,Investigation complete; no suspect identified,-2.211642,53.502141,Manchester
571,2017-01,E01033678,Burglary,Investigation complete; no suspect identified,-2.212462,53.500386,Manchester
572,2017-01,E01033678,Burglary,Investigation complete; no suspect identified,-2.205842,53.499805,Manchester
573,2017-01,E01005256,Burglary,Investigation complete; no suspect identified,-2.184488,53.501673,Manchester
574,2017-01,E01005256,Burglary,Investigation complete; no suspect identified,-2.184488,53.501673,Manchester
575,2017-01,E01005257,Burglary,Investigation complete; no suspect identified,-2.207442,53.497321,Manchester
576,2017-01,E01005257,Burglary,Investigation complete; no suspect identified,-2.205964,53.494043,Manchester
577,2017-01,E01005257,Burglary,Investigation complete; no suspect identified,-2.185718,53.493357,Manchester
578,2017-01,E01005258,Burglary,Investigation complete; no suspect identified,-2.170116,53.496562,Manchester
579,2017-01,E01005259,Burglary,Investigation complete; no suspect identified,-2.175679,53.496842,Manchester
580,2017-01,E01005259,Burglary,Investigation complete; no suspect identified,-2.178326,53.498869,Manchester
581,2017-01,E01005260,Burglary,Investigation complete; no suspect identified,-2.172006,53.494429,Manchester
582,2017-01,E01005093,Burglary,Investigation complete; no suspect identified,-2.180959,53.487225,Manchester
583,2017-01,E01005094,Burglary,Investigation complete; no suspect identified,-2.168686,53.482048,Manchester
584,2017-01,E01005094,Burglary,Investigation complete; no suspect identified,-2.168686,53.482048,Manchester
585,2017-01,E01005097,Burglary,Investigation complete; no suspect identified,-2.182443,53.488715,Manchester
586,2017-01,E01005255,Burglary,Investigation complete; no suspect identified,-2.173783,53.494067,Manchester
587,2017-01,E01005261,Burglary,Investigation complete; no suspect identified,-2.182691,53.497488,Manchester
588,2017-01,E01005129,Burglary,Investigation complete; no suspect identified,-2.216455,53.493971,Manchester
589,2017-01,E01005129,Burglary,Investigation complete; no suspect identified,-2.211015,53.494385,Manchester
590,2017-01,E01005129,Burglary,Investigation complete; no suspect identified,-2.216455,53.493971,Manchester
591,2017-01,E01005133,Burglary,Investigation complete; no suspect identified,-2.224553,53.486127,Manchester
592,2017-01,E01005133,Burglary,Investigation complete; no suspect identified,-2.224553,53.486127,Manchester
593,2017-01,E01005133,Burglary,Investigation complete; no suspect identified,-2.224182,53.484366,Manchester
594,2017-01,E01005133,Burglary,Investigation complete; no suspect identified,-2.218936,53.48984,Manchester
595,2017-01,E01005133,Burglary,Investigation complete; no suspect identified,-2.224553,53.486127,Manchester
596,2017-01,E01033663,Burglary,Investigation complete; no suspect identified,-2.214904,53.482441,Manchester
597,2017-01,E01033663,Burglary,Investigation complete; no suspect identified,-2.218058,53.483351999999996,Manchester
598,2017-01,E01033688,Burglary,Investigation complete; no suspect identified,-2.204961,53.479897,Manchester
599,2017-01,E01033688,Burglary,Investigation complete; no suspect identified,-2.21313,53.483298,Manchester
600,2017-01,E01033688,Burglary,Investigation complete; no suspect identified,-2.212104,53.486051,Manchester
601,2017-01,E01005092,Burglary,Investigation complete; no suspect identified,-2.184268,53.485557,Manchester
602,2017-01,E01005092,Burglary,Investigation complete; no suspect identified,-2.183317,53.485253,Manchester
603,2017-01,E01005092,Burglary,Investigation complete; no suspect identified,-2.183317,53.485253,Manchester
604,2017-01,E01005092,Burglary,Investigation complete; no suspect identified,-2.183317,53.485253,Manchester
605,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.207502,53.47867,Manchester
606,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.20088,53.473954,Manchester
607,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.206017,53.476929,Manchester
608,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.195845,53.476631,Manchester
609,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.205547,53.476408,Manchester
610,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.19943,53.476437,Manchester
611,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.19943,53.476437,Manchester
612,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.202019,53.475767,Manchester
613,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.198156,53.474479,Manchester
614,2017-01,E01005105,Burglary,Investigation complete; no suspect identified,-2.19943,53.476437,Manchester
615,2017-01,E01005105,Burglary,Unable to prosecute suspect,-2.205547,53.476408,Manchester
616,2017-01,E01005106,Burglary,Investigation complete; no suspect identified,-2.192303,53.476296,Manchester
617,2017-01,E01005106,Burglary,Investigation complete; no suspect identified,-2.194615,53.474449,Manchester
618,2017-01,E01005106,Burglary,Investigation complete; no suspect identified,-2.196162,53.479993,Manchester
619,2017-01,E01005106,Burglary,Unable to prosecute suspect,-2.190947,53.476235,Manchester
620,2017-01,E01005106,Burglary,Investigation complete; no suspect identified,-2.196391,53.480666,Manchester
621,2017-01,E01005106,Burglary,Investigation complete; no suspect identified,-2.196391,53.480666,Manchester
622,2017-01,E01005106,Burglary,Investigation complete; no suspect identified,-2.194994,53.475042,Manchester
623,2017-01,E01033669,Burglary,Investigation complete; no suspect identified,-2.187197,53.483522,Manchester
624,2017-01,E01033669,Burglary,Investigation complete; no suspect identified,-2.201984,53.481089,Manchester
625,2017-01,E01033669,Burglary,Investigation complete; no suspect identified,-2.2056,53.481028,Manchester
626,2017-01,E01033669,Burglary,Investigation complete; no suspect identified,-2.195011,53.481864,Manchester
627,2017-01,E01033669,Burglary,Investigation complete; no suspect identified,-2.195011,53.481864,Manchester
628,2017-01,E01033669,Burglary,Investigation complete; no suspect identified,-2.187197,53.483522,Manchester
629,2017-01,E01005108,Burglary,Investigation complete; no suspect identified,-2.169911,53.471674,Manchester
630,2017-01,E01005108,Burglary,Investigation complete; no suspect identified,-2.176953,53.473443,Manchester
631,2017-01,E01005189,Burglary,Investigation complete; no suspect identified,-2.170462,53.462693,Manchester
632,2017-01,E01005189,Burglary,Investigation complete; no suspect identified,-2.169739,53.462793,Manchester
633,2017-01,E01005190,Burglary,Investigation complete; no suspect identified,-2.169535,53.464313,Manchester
634,2017-01,E01005190,Burglary,Investigation complete; no suspect identified,-2.1659,53.466888,Manchester
635,2017-01,E01005190,Burglary,Investigation complete; no suspect identified,-2.164636,53.467403,Manchester
636,2017-01,E01005190,Burglary,Investigation complete; no suspect identified,-2.169316,53.466236,Manchester
637,2017-01,E01005190,Burglary,Investigation complete; no suspect identified,-2.1659,53.466888,Manchester
638,2017-01,E01033666,Burglary,Investigation complete; no suspect identified,-2.164518,53.475834,Manchester
639,2017-01,E01033666,Burglary,Investigation complete; no suspect identified,-2.160739,53.47263,Manchester
640,2017-01,E01033666,Burglary,Investigation complete; no suspect identified,-2.159516,53.471895,Manchester
641,2017-01,E01033666,Burglary,Investigation complete; no suspect identified,-2.150571,53.472724,Manchester
642,2017-01,E01033666,Burglary,Investigation complete; no suspect identified,-2.15912,53.474655,Manchester
643,2017-01,E01033666,Burglary,Investigation complete; no suspect identified,-2.162246,53.472493,Manchester
644,2017-01,E01033666,Burglary,Investigation complete; no suspect identified,-2.162157,53.473078,Manchester
645,2017-01,E01033666,Burglary,Investigation complete; no suspect identified,-2.160739,53.47263,Manchester
646,2017-01,E01005061,Burglary,Investigation complete; no suspect identified,-2.204011,53.467153,Manchester
647,2017-01,E01005061,Burglary,Status update unavailable,-2.209627,53.466505,Manchester
648,2017-01,E01005062,Burglary,Investigation complete; no suspect identified,-2.225294,53.466701,Manchester
649,2017-01,E01005062,Burglary,Investigation complete; no suspect identified,-2.225294,53.466701,Manchester
650,2017-01,E01005065,Burglary,Investigation complete; no suspect identified,-2.22895,53.468789,Manchester
651,2017-01,E01005065,Burglary,Offender sent to prison,-2.228523,53.470515,Manchester
652,2017-01,E01005065,Burglary,Investigation complete; no suspect identified,-2.226743,53.473017,Manchester
653,2017-01,E01005065,Burglary,Investigation complete; no suspect identified,-2.226639,53.470465,Manchester
654,2017-01,E01005066,Burglary,Offender sent to prison,-2.237926,53.471081,Manchester
655,2017-01,E01005208,Burglary,Investigation complete; no suspect identified,-2.247888,53.461362,Manchester
656,2017-01,E01005208,Burglary,Investigation complete; no suspect identified,-2.252935,53.461603,Manchester
657,2017-01,E01005208,Burglary,Investigation complete; no suspect identified,-2.249618,53.461134,Manchester
658,2017-01,E01005208,Burglary,Investigation complete; no suspect identified,-2.247888,53.461362,Manchester
659,2017-01,E01005209,Burglary,Investigation complete; no suspect identified,-2.232596,53.46337,Manchester
660,2017-01,E01005209,Burglary,Investigation complete; no suspect identified,-2.23236,53.464324,Manchester
661,2017-01,E01005209,Burglary,Investigation complete; no suspect identified,-2.229691,53.460859,Manchester
662,2017-01,E01005209,Burglary,Investigation complete; no suspect identified,-2.237294,53.465761,Manchester
663,2017-01,E01005209,Burglary,Investigation complete; no suspect identified,-2.232372,53.46089,Manchester
664,2017-01,E01005209,Burglary,Investigation complete; no suspect identified,-2.229329,53.460887,Manchester
665,2017-01,E01005214,Burglary,Investigation complete; no suspect identified,-2.252416,53.46564,Manchester
666,2017-01,E01005067,Burglary,Investigation complete; no suspect identified,-2.198001,53.467091,Manchester
667,2017-01,E01005067,Burglary,Investigation complete; no suspect identified,-2.190761,53.465143,Manchester
668,2017-01,E01005067,Burglary,Court result unavailable,-2.198294,53.468556,Manchester
669,2017-01,E01005067,Burglary,Investigation complete; no suspect identified,-2.197395,53.466508,Manchester
670,2017-01,E01005067,Burglary,Investigation complete; no suspect identified,-2.201224,53.467032,Manchester
671,2017-01,E01005186,Burglary,Investigation complete; no suspect identified,-2.185281,53.465799,Manchester
672,2017-01,E01005186,Burglary,Investigation complete; no suspect identified,-2.191429,53.469475,Manchester
673,2017-01,E01005186,Burglary,Investigation complete; no suspect identified,-2.182953,53.463816,Manchester
674,2017-01,E01005232,Burglary,Investigation complete; no suspect identified,-2.19129,53.462123,Manchester
675,2017-01,E01005232,Burglary,Investigation complete; no suspect identified,-2.194467,53.458621,Manchester
676,2017-01,E01005235,Burglary,Investigation complete; no suspect identified,-2.190671,53.45851,Manchester
677,2017-01,E01005187,Burglary,Investigation complete; no suspect identified,-2.161219,53.468045,Manchester
678,2017-01,E01005187,Burglary,Investigation complete; no suspect identified,-2.158312,53.468184,Manchester
679,2017-01,E01005187,Burglary,Investigation complete; no suspect identified,-2.158929,53.467941,Manchester
680,2017-01,E01005188,Burglary,Investigation complete; no suspect identified,-2.15702,53.469022,Manchester
681,2017-01,E01005188,Burglary,Investigation complete; no suspect identified,-2.153746,53.467642,Manchester
682,2017-01,E01005188,Burglary,Investigation complete; no suspect identified,-2.156333,53.466605,Manchester
683,2017-01,E01005188,Burglary,Investigation complete; no suspect identified,-2.156186,53.467558,Manchester
684,2017-01,E01005188,Burglary,Investigation complete; no suspect identified,-2.1642420000000002,53.466783,Manchester
685,2017-01,E01005188,Burglary,Investigation complete; no suspect identified,-2.160414,53.466312,Manchester
686,2017-01,E01005191,Burglary,Investigation complete; no suspect identified,-2.167661,53.462877,Manchester
687,2017-01,E01005191,Burglary,Investigation complete; no suspect identified,-2.16791,53.464737,Manchester
688,2017-01,E01005191,Burglary,Investigation complete; no suspect identified,-2.166535,53.463787,Manchester
689,2017-01,E01005191,Burglary,Investigation complete; no suspect identified,-2.166535,53.463787,Manchester
690,2017-01,E01005191,Burglary,Investigation complete; no suspect identified,-2.168134,53.464279,Manchester
691,2017-01,E01005192,Burglary,Investigation complete; no suspect identified,-2.159523,53.457558,Manchester
692,2017-01,E01005192,Burglary,Investigation complete; no suspect identified,-2.159523,53.457558,Manchester
693,2017-01,E01005192,Burglary,Investigation complete; no suspect identified,-2.159523,53.457558,Manchester
694,2017-01,E01005192,Burglary,Investigation complete; no suspect identified,-2.16415,53.462504,Manchester
695,2017-01,E01005192,Burglary,Investigation complete; no suspect identified,-2.158299,53.456544,Manchester
696,2017-01,E01005192,Burglary,Investigation complete; no suspect identified,-2.159523,53.457558,Manchester
697,2017-01,E01005192,Burglary,Investigation complete; no suspect identified,-2.159523,53.457558,Manchester
698,2017-01,E01005192,Burglary,Investigation complete; no suspect identified,-2.162805,53.457356,Manchester
699,2017-01,E01005192,Burglary,Investigation complete; no suspect identified,-2.158692,53.456939,Manchester
700,2017-01,E01005193,Burglary,Investigation complete; no suspect identified,-2.157519,53.45721,Manchester
701,2017-01,E01005193,Burglary,Investigation complete; no suspect identified,-2.157905,53.455942,Manchester
702,2017-01,E01005193,Burglary,Investigation complete; no suspect identified,-2.162807,53.457922,Manchester
703,2017-01,E01005230,Burglary,Investigation complete; no suspect identified,-2.208682,53.458093,Manchester
704,2017-01,E01005230,Burglary,Investigation complete; no suspect identified,-2.207582,53.458131,Manchester
705,2017-01,E01005231,Burglary,Investigation complete; no suspect identified,-2.212992,53.458616,Manchester
706,2017-01,E01005231,Burglary,Investigation complete; no suspect identified,-2.213282,53.459524,Manchester
707,2017-01,E01005231,Burglary,Investigation complete; no suspect identified,-2.213672,53.456107,Manchester
708,2017-01,E01005231,Burglary,Investigation complete; no suspect identified,-2.215706,53.459402,Manchester
709,2017-01,E01005231,Burglary,Investigation complete; no suspect identified,-2.213282,53.459524,Manchester
710,2017-01,E01005231,Burglary,Investigation complete; no suspect identified,-2.212603,53.456271,Manchester
711,2017-01,E01005236,Burglary,Investigation complete; no suspect identified,-2.211164,53.454494,Manchester
712,2017-01,E01005236,Burglary,Investigation complete; no suspect identified,-2.210928,53.455582,Manchester
713,2017-01,E01005236,Burglary,Investigation complete; no suspect identified,-2.210119,53.456455,Manchester
714,2017-01,E01005236,Burglary,Investigation complete; no suspect identified,-2.211483,53.455158,Manchester
715,2017-01,E01005236,Burglary,Investigation complete; no suspect identified,-2.204424,53.455953,Manchester
716,2017-01,E01005237,Burglary,Investigation complete; no suspect identified,-2.203877,53.454812,Manchester
717,2017-01,E01005237,Burglary,Investigation complete; no suspect identified,-2.200436,53.453272,Manchester
718,2017-01,E01005195,Burglary,Investigation complete; no suspect identified,-2.178231,53.454835,Manchester
719,2017-01,E01005195,Burglary,Investigation complete; no suspect identified,-2.17503,53.456449,Manchester
720,2017-01,E01005196,Burglary,Investigation complete; no suspect identified,-2.1722070000000002,53.450943,Manchester
721,2017-01,E01005197,Burglary,Investigation complete; no suspect identified,-2.171009,53.460167,Manchester
722,2017-01,E01005197,Burglary,Investigation complete; no suspect identified,-2.17324,53.460568,Manchester
723,2017-01,E01005197,Burglary,Investigation complete; no suspect identified,-2.17165,53.45844,Manchester
724,2017-01,E01005197,Burglary,Investigation complete; no suspect identified,-2.171808,53.46031,Manchester
725,2017-01,E01005197,Burglary,Investigation complete; no suspect identified,-2.173602,53.460684,Manchester
726,2017-01,E01005197,Burglary,Investigation complete; no suspect identified,-2.168337,53.458535,Manchester
727,2017-01,E01005197,Burglary,Investigation complete; no suspect identified,-2.174582,53.461096,Manchester
728,2017-01,E01005198,Burglary,Investigation complete; no suspect identified,-2.187537,53.454632,Manchester
729,2017-01,E01005198,Burglary,Investigation complete; no suspect identified,-2.188804,53.455214,Manchester
730,2017-01,E01005198,Burglary,Investigation complete; no suspect identified,-2.188091,53.453858,Manchester
731,2017-01,E01005201,Burglary,Investigation complete; no suspect identified,-2.176397,53.459278,Manchester
732,2017-01,E01005243,Burglary,Investigation complete; no suspect identified,-2.256698,53.456328,Manchester
733,2017-01,E01005243,Burglary,Investigation complete; no suspect identified,-2.257207,53.455779,Manchester
734,2017-01,E01005245,Burglary,Investigation complete; no suspect identified,-2.247149,53.456016,Manchester
735,2017-01,E01005246,Burglary,Investigation complete; no suspect identified,-2.245629,53.45627,Manchester
736,2017-01,E01005241,Burglary,Investigation complete; no suspect identified,-2.235753,53.44865,Manchester
737,2017-01,E01005241,Burglary,Investigation complete; no suspect identified,-2.230368,53.449694,Manchester
738,2017-01,E01005241,Burglary,Investigation complete; no suspect identified,-2.23243,53.449591,Manchester
739,2017-01,E01005241,Burglary,Investigation complete; no suspect identified,-2.230368,53.449694,Manchester
740,2017-01,E01005241,Burglary,Investigation complete; no suspect identified,-2.235753,53.44865,Manchester
741,2017-01,E01005242,Burglary,Unable to prosecute suspect,-2.230765,53.453379,Manchester
742,2017-01,E01005242,Burglary,Investigation complete; no suspect identified,-2.230783,53.45115,Manchester
743,2017-01,E01005244,Burglary,Investigation complete; no suspect identified,-2.234447,53.457659,Manchester
744,2017-01,E01005244,Burglary,Investigation complete; no suspect identified,-2.234447,53.457659,Manchester
745,2017-01,E01005244,Burglary,Investigation complete; no suspect identified,-2.228329,53.456934,Manchester
746,2017-01,E01005244,Burglary,Investigation complete; no suspect identified,-2.233403,53.456663,Manchester
747,2017-01,E01005244,Burglary,Investigation complete; no suspect identified,-2.234447,53.457659,Manchester
748,2017-01,E01005244,Burglary,Investigation complete; no suspect identified,-2.233236,53.456439,Manchester
749,2017-01,E01005244,Burglary,Investigation complete; no suspect identified,-2.226176,53.456929,Manchester
750,2017-01,E01005285,Burglary,Investigation complete; no suspect identified,-2.227621,53.451165,Manchester
751,2017-01,E01005285,Burglary,Investigation complete; no suspect identified,-2.226589,53.452641,Manchester
752,2017-01,E01005285,Burglary,Investigation complete; no suspect identified,-2.227788,53.451425,Manchester
753,2017-01,E01005288,Burglary,Investigation complete; no suspect identified,-2.222731,53.451983,Manchester
754,2017-01,E01005288,Burglary,Investigation complete; no suspect identified,-2.226549,53.450744,Manchester
755,2017-01,E01005288,Burglary,Investigation complete; no suspect identified,-2.225314,53.453425,Manchester
756,2017-01,E01005288,Burglary,Investigation complete; no suspect identified,-2.226549,53.450744,Manchester
757,2017-01,E01005280,Burglary,Investigation complete; no suspect identified,-2.205025,53.446136,Manchester
758,2017-01,E01005280,Burglary,Investigation complete; no suspect identified,-2.208502,53.449006,Manchester
759,2017-01,E01005280,Burglary,Investigation complete; no suspect identified,-2.205463,53.449695,Manchester
760,2017-01,E01005284,Burglary,Investigation complete; no suspect identified,-2.226456,53.458762,Manchester
761,2017-01,E01005284,Burglary,Investigation complete; no suspect identified,-2.225879,53.457828,Manchester
762,2017-01,E01005284,Burglary,Investigation complete; no suspect identified,-2.224761,53.457085,Manchester
763,2017-01,E01005286,Burglary,Investigation complete; no suspect identified,-2.217414,53.451768,Manchester
764,2017-01,E01005286,Burglary,Unable to prosecute suspect,-2.218233,53.452791,Manchester
765,2017-01,E01005286,Burglary,Investigation complete; no suspect identified,-2.217429,53.454698,Manchester
766,2017-01,E01005286,Burglary,Investigation complete; no suspect identified,-2.213553,53.453384,Manchester
767,2017-01,E01005286,Burglary,Investigation complete; no suspect identified,-2.214115,53.454515,Manchester
768,2017-01,E01005286,Burglary,Investigation complete; no suspect identified,-2.217002,53.453548,Manchester
769,2017-01,E01005194,Burglary,Investigation complete; no suspect identified,-2.190791,53.448335,Manchester
770,2017-01,E01005199,Burglary,Investigation complete; no suspect identified,-2.190099,53.448417,Manchester
